Cement _component_1,Blast Furnace Slag _component_2,Fly Ash _component_3,Water_component_4,Superplasticizer_component_5,Coarse Aggregate_component_6,Fine Aggregate_component_7,Age_day,Concrete_compressive _strength
6.16541785423142,0.0,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,2.0794415416798357,3.6788291182604347
5.474369310328396,5.474369310328396,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,3.367295829986474,3.436564525499447
5.809642865355678,4.966335035199676,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,4.51085950651685,3.656356262408376
6.16541785423142,0.0,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,4.51085950651685,3.7665346986795405
5.8377304471659395,3.6635616461296463,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,4.51085950651685,3.940804806853598
6.060290738037835,3.8815637979434374,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,4.51085950651685,3.750444809772091
6.060290738037835,3.8815637979434374,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,2.0794415416798357,3.585738695194423
5.857933154483459,0.0,0.0,5.262690188904886,0.0,6.954638864880987,6.694438288485663,1.3862943611198906,2.775708849576025
5.474369310328396,5.474369310328396,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,2.0794415416798357,3.3054204262683866
5.942799375126701,4.564348191467836,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,2.0794415416798357,3.5210523434704344
5.474369310328396,5.474369310328396,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,4.51085950651685,3.5298837226234783
5.720311776607412,4.343805421853684,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,4.51085950651685,3.9158158036668422
4.9459189793765646,5.349010480863555,0.0,5.262690188904886,0.0,6.954638864880987,6.694438288485663,2.0794415416798357,2.7466296830696852
5.296315363877364,4.893352133481524,0.0,5.262690188904886,0.0,6.886940139268217,6.717199917261079,2.0794415416798357,2.7498317351171653
5.296315363877364,4.893352133481524,0.0,5.262690188904886,0.0,6.886940139268217,6.717199917261079,1.3862943611198906,2.315501318260592
5.809642865355678,4.966335035199676,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,3.367295829986474,3.5269485869677157
5.739792912179234,0.0,0.0,5.262690188904886,0.0,6.879355804460439,6.747116933019324,1.3862943611198906,2.386006701133118
5.809642865355678,4.966335035199676,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,2.0794415416798357,3.4429789156771102
5.25227342804663,5.25227342804663,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,3.367295829986474,3.7343307170178535
6.186208623900494,0.0,0.0,4.990432586778736,0.0,7.02197642307216,6.68586094706836,3.367295829986474,4.2903224454635405
5.926926025970411,5.24807615011129,0.0,5.1422481808981475,2.4069451083182885,6.832061434612937,6.630287528937328,1.3862943611198906,3.5667118201397288
5.750347943803522,5.572914199451162,0.0,5.173320876373351,2.2617630984737906,6.954543440480896,6.418038618426381,1.3862943611198906,3.3945083935113587
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,1.3862943611198906,3.5380565643793527
6.054439346269371,4.675628649636653,0.0,5.026508643252546,2.975529566236472,6.842683282238422,6.6904695371520875,1.3862943611198906,3.6189933266497696
6.16541785423142,4.785823685681349,0.0,5.2045559867335625,2.2925347571405443,6.748876773914649,6.662493922414308,1.3862943611198906,3.6584202466292277
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,1.3862943611198906,3.5380565643793527
5.96512057176838,4.585987366571318,0.0,5.0682750735426705,2.5726122302071057,6.748876773914649,6.831629888592646,1.3862943611198906,3.370738174177447
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,1.3862943611198906,3.5380565643793527
5.767695800399854,5.363636832668679,0.0,5.054333149361975,2.72785282839839,6.748876773914649,6.781511552407887,1.3862943611198906,3.265759410767051
5.998440160844408,4.5612182984589085,0.0,4.99991133073328,2.517696472610991,6.854143509533488,6.748876773914649,1.3862943611198906,3.7400477406883357
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,1.3862943611198906,3.591817741270805
5.7829016791088,5.648269764725942,0.0,5.2192741592075835,2.424802725718295,6.849808319027288,6.493602542476407,1.3862943611198906,3.3775875160230218
5.941486177301741,5.025195445427586,0.0,5.042779747422823,2.8273136219290276,7.034652212170488,6.406879986069314,1.3862943611198906,3.3877743613300146
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,1.3862943611198906,3.591817741270805
5.660526965985244,5.307772525318792,0.0,4.981549713201159,2.501435951739211,6.913339657276038,6.6904695371520875,1.3862943611198906,3.2347491740244907
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,1.3862943611198906,3.591817741270805
6.0867747269123065,5.181783550292085,0.0,5.231108616854587,2.4932054526026954,6.786604077417986,6.563714472860972,1.3862943611198906,3.696351468952637
5.968451772798909,5.247024072160486,0.0,4.989752083179832,3.1354942159291497,6.851925394021467,6.629099017737668,1.3862943611198906,3.728100167267218
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,1.3862943611198906,3.591817741270805
5.825705078613006,5.247024072160486,0.0,5.169915651743512,2.3513752571634776,6.851925394021467,6.629099017737668,1.3862943611198906,3.2228678461377385
5.926926025970411,5.24807615011129,0.0,5.1422481808981475,2.4069451083182885,6.832061434612937,6.630287528937328,2.0794415416798357,3.8543938925915096
5.750347943803522,5.572914199451162,0.0,5.173320876373351,2.2617630984737906,6.954543440480896,6.418038618426381,2.0794415416798357,3.7796338173824005
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,2.0794415416798357,3.9160150266976834
6.054439346269371,4.675628649636653,0.0,5.026508643252546,2.975529566236472,6.842683282238422,6.6904695371520875,2.0794415416798357,3.86702563949741
6.16541785423142,4.785823685681349,0.0,5.2045559867335625,2.2925347571405443,6.748876773914649,6.662493922414308,2.0794415416798357,4.036008985209137
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,2.0794415416798357,3.9160150266976834
5.96512057176838,4.585987366571318,0.0,5.0682750735426705,2.5726122302071057,6.748876773914649,6.831629888592646,2.0794415416798357,3.580737295494233
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,2.0794415416798357,3.9160150266976834
5.767695800399854,5.363636832668679,0.0,5.054333149361975,2.72785282839839,6.748876773914649,6.781511552407887,2.0794415416798357,3.5380565643793527
5.998440160844408,4.5612182984589085,0.0,4.99991133073328,2.517696472610991,6.854143509533488,6.748876773914649,2.0794415416798357,4.009149716158869
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,2.0794415416798357,4.041295341132285
5.7829016791088,5.648269764725942,0.0,5.2192741592075835,2.424802725718295,6.849808319027288,6.493602542476407,2.0794415416798357,3.927896354584436
5.941486177301741,5.025195445427586,0.0,5.042779747422823,2.8273136219290276,7.034652212170488,6.406879986069314,2.0794415416798357,3.8732821771117156
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,2.0794415416798357,4.041295341132285
5.660526965985244,5.307772525318792,0.0,4.981549713201159,2.501435951739211,6.913339657276038,6.6904695371520875,2.0794415416798357,3.6635616461296463
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,2.0794415416798357,4.041295341132285
6.0867747269123065,5.181783550292085,0.0,5.231108616854587,2.4932054526026954,6.786604077417986,6.563714472860972,2.0794415416798357,4.044804116661965
5.968451772798909,5.247024072160486,0.0,4.989752083179832,3.1354942159291497,6.851925394021467,6.629099017737668,2.0794415416798357,4.095843438345836
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,2.0794415416798357,3.173878458937465
5.825705078613006,5.247024072160486,0.0,5.169915651743512,2.3513752571634776,6.851925394021467,6.629099017737668,2.0794415416798357,3.586292865338835
5.926926025970411,5.24807615011129,0.0,5.1422481808981475,2.4069451083182885,6.832061434612937,6.630287528937328,3.367295829986474,4.128584945376802
5.750347943803522,5.572914199451162,0.0,5.173320876373351,2.2617630984737906,6.954543440480896,6.418038618426381,3.367295829986474,4.107589788972121
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,3.367295829986474,4.11561669749764
6.054439346269371,4.675628649636653,0.0,5.026508643252546,2.975529566236472,6.842683282238422,6.6904695371520875,3.367295829986474,4.139955073474153
6.16541785423142,4.785823685681349,0.0,5.2045559867335625,2.2925347571405443,6.748876773914649,6.662493922414308,3.367295829986474,4.238444906195857
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,3.367295829986474,4.11561669749764
5.96512057176838,4.585987366571318,0.0,5.0682750735426705,2.5726122302071057,6.748876773914649,6.831629888592646,3.367295829986474,3.9454577815143836
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,3.367295829986474,4.11561669749764
5.767695800399854,5.363636832668679,0.0,5.054333149361975,2.72785282839839,6.748876773914649,6.781511552407887,3.367295829986474,4.034240638152395
5.998440160844408,4.5612182984589085,0.0,4.99991133073328,2.517696472610991,6.854143509533488,6.748876773914649,3.367295829986474,4.241326752570746
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,3.367295829986474,4.280824129164719
5.7829016791088,5.648269764725942,0.0,5.2192741592075835,2.424802725718295,6.849808319027288,6.493602542476407,3.367295829986474,4.3267781604434035
5.941486177301741,5.025195445427586,0.0,5.042779747422823,2.8273136219290276,7.034652212170488,6.406879986069314,3.367295829986474,3.9740583963475986
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,3.367295829986474,4.280824129164719
5.660526965985244,5.307772525318792,0.0,4.981549713201159,2.501435951739211,6.913339657276038,6.6904695371520875,3.367295829986474,4.229749199228304
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,3.367295829986474,4.280824129164719
6.0867747269123065,5.181783550292085,0.0,5.231108616854587,2.4932054526026954,6.786604077417986,6.563714472860972,3.367295829986474,4.204692619390966
5.968451772798909,5.247024072160486,0.0,4.989752083179832,3.1354942159291497,6.851925394021467,6.629099017737668,3.367295829986474,4.324132656254979
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,3.367295829986474,4.280824129164719
5.825705078613006,5.247024072160486,0.0,5.169915651743512,2.3513752571634776,6.851925394021467,6.629099017737668,3.367295829986474,3.929862923556477
5.926926025970411,5.24807615011129,0.0,5.1422481808981475,2.4069451083182885,6.832061434612937,6.630287528937328,4.04305126783455,4.165113633110308
5.750347943803522,5.572914199451162,0.0,5.173320876373351,2.2617630984737906,6.954543440480896,6.418038618426381,4.04305126783455,4.188138441508461
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,4.04305126783455,4.178992036282385
6.054439346269371,4.675628649636653,0.0,5.026508643252546,2.975529566236472,6.842683282238422,6.6904695371520875,4.04305126783455,4.188138441508461
6.16541785423142,4.785823685681349,0.0,5.2045559867335625,2.2925347571405443,6.748876773914649,6.662493922414308,4.04305126783455,4.294560608892605
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,4.04305126783455,4.178992036282385
5.96512057176838,4.585987366571318,0.0,5.0682750735426705,2.5726122302071057,6.748876773914649,6.831629888592646,4.04305126783455,4.028916756899646
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,4.04305126783455,4.178992036282385
5.767695800399854,5.363636832668679,0.0,5.054333149361975,2.72785282839839,6.748876773914649,6.781511552407887,4.04305126783455,4.206184043977636
5.998440160844408,4.5612182984589085,0.0,4.99991133073328,2.517696472610991,6.854143509533488,6.748876773914649,4.04305126783455,4.3134800921387715
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,4.04305126783455,4.360547602996758
5.941486177301741,5.025195445427586,0.0,5.042779747422823,2.8273136219290276,7.034652212170488,6.406879986069314,4.04305126783455,4.023564380161053
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,4.04305126783455,4.360547602996758
5.660526965985244,5.307772525318792,0.0,4.981549713201159,2.501435951739211,6.913339657276038,6.6904695371520875,4.04305126783455,4.303929948937459
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,4.04305126783455,4.360547602996758
6.0867747269123065,5.181783550292085,0.0,5.231108616854587,2.4932054526026954,6.786604077417986,6.563714472860972,4.04305126783455,4.286341384539473
5.968451772798909,5.247024072160486,0.0,4.989752083179832,3.1354942159291497,6.851925394021467,6.629099017737668,4.04305126783455,4.387014176184921
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,4.04305126783455,4.360547602996758
5.825705078613006,5.247024072160486,0.0,5.169915651743512,2.3513752571634776,6.851925394021467,6.629099017737668,4.04305126783455,4.109068957620483
5.926926025970411,5.24807615011129,0.0,5.1422481808981475,2.4069451083182885,6.832061434612937,6.630287528937328,4.5217885770490405,4.188138441508461
5.750347943803522,5.572914199451162,0.0,5.173320876373351,2.2617630984737906,6.954543440480896,6.418038618426381,4.5217885770490405,4.213607983048918
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,4.5217885770490405,4.192680462942962
6.054439346269371,4.675628649636653,0.0,5.026508643252546,2.975529566236472,6.842683282238422,6.6904695371520875,4.5217885770490405,4.215086179918229
6.16541785423142,4.785823685681349,0.0,5.2045559867335625,2.2925347571405443,6.748876773914649,6.662493922414308,4.5217885770490405,4.320018243389936
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,4.5217885770490405,4.192680462942962
5.96512057176838,4.585987366571318,0.0,5.0682750735426705,2.5726122302071057,6.748876773914649,6.831629888592646,4.5217885770490405,4.070734696582967
6.054439346269371,4.675628649636653,0.0,5.0401940963378005,2.8622008809294686,6.748876773914649,6.789084349264458,4.5217885770490405,4.192680462942962
5.767695800399854,5.363636832668679,0.0,5.054333149361975,2.72785282839839,6.748876773914649,6.781511552407887,4.5217885770490405,4.235554730773624
5.998440160844408,4.5612182984589085,0.0,4.99991133073328,2.517696472610991,6.854143509533488,6.748876773914649,4.5217885770490405,4.33729074083249
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,4.5217885770490405,4.385769620952716
5.941486177301741,5.025195445427586,0.0,5.042779747422823,2.8273136219290276,7.034652212170488,6.406879986069314,4.5217885770490405,4.051784947803305
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,4.5217885770490405,4.385769620952716
5.660526965985244,5.307772525318792,0.0,4.981549713201159,2.501435951739211,6.913339657276038,6.6904695371520875,4.5217885770490405,4.354141431184346
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,4.5217885770490405,4.385769620952716
6.0867747269123065,5.181783550292085,0.0,5.231108616854587,2.4932054526026954,6.786604077417986,6.563714472860972,4.5217885770490405,4.308110951723713
5.896054362303324,5.247024072160486,0.0,5.111385197196399,2.533696813957432,6.851925394021467,6.629099017737668,4.5217885770490405,4.385769620952716
5.825705078613006,5.247024072160486,0.0,5.169915651743512,2.3513752571634776,6.851925394021467,6.629099017737668,4.5217885770490405,4.231203744939298
5.4089638866351,0.0,4.581901559048737,5.248601774302104,1.7047480922384253,6.875335387726026,6.769986349237241,1.3862943611198906,2.5321082512722946
5.4089638866351,0.0,4.581901559048737,5.248601774302104,1.7047480922384253,6.875335387726026,6.769986349237241,2.70805020110221,3.2367157429965316
5.4089638866351,0.0,4.581901559048737,5.248601774302104,1.7047480922384253,6.875335387726026,6.769986349237241,3.367295829986474,3.2538567937634464
5.4089638866351,0.0,4.581901559048737,5.248601774302104,1.7047480922384253,6.875335387726026,6.769986349237241,4.04305126783455,3.416085994155906
5.4089638866351,0.0,4.581901559048737,5.248601774302104,1.7047480922384253,6.875335387726026,6.769986349237241,4.61512051684126,3.730740908208854
5.458734087953942,0.0,4.560172820057356,5.292802185859927,1.7227665977411035,6.854354502255021,6.7489939865971955,1.3862943611198906,2.431857428698185
5.458734087953942,0.0,4.560172820057356,5.292802185859927,1.7227665977411035,6.854354502255021,6.7489939865971955,2.70805020110221,3.1415627217655304
5.458734087953942,0.0,4.560172820057356,5.292802185859927,1.7227665977411035,6.854354502255021,6.7489939865971955,3.367295829986474,3.171364842197149
5.458734087953942,0.0,4.560172820057356,5.292802185859927,1.7227665977411035,6.854354502255021,6.7489939865971955,4.04305126783455,3.3555024224000256
5.458734087953942,0.0,4.560172820057356,5.292802185859927,1.7227665977411035,6.854354502255021,6.7489939865971955,4.61512051684126,3.571221410645704
5.27658287440203,0.0,4.620058798481842,5.115595729732743,2.1400661634962708,6.91512803331155,6.810032190453522,1.3862943611198906,2.598979106047848
5.27658287440203,0.0,4.620058798481842,5.115595729732743,2.1400661634962708,6.91512803331155,6.810032190453522,2.70805020110221,3.2577118486533987
5.27658287440203,0.0,4.620058798481842,5.115595729732743,2.1400661634962708,6.91512803331155,6.810032190453522,3.367295829986474,3.285412348668445
5.27658287440203,0.0,4.620058798481842,5.115595729732743,2.1400661634962708,6.91512803331155,6.810032190453522,4.04305126783455,3.5542045507873348
5.27658287440203,0.0,4.620058798481842,5.115595729732743,2.1400661634962708,6.91512803331155,6.810032190453522,4.61512051684126,3.6464937376174986
5.255931650051599,0.0,4.839451481712757,5.094363509626968,2.174751721484161,6.994849985833071,6.690842277418564,1.3862943611198906,2.7750856024383683
5.255931650051599,0.0,4.839451481712757,5.094363509626968,2.174751721484161,6.994849985833071,6.690842277418564,2.70805020110221,3.0937660138253564
5.255931650051599,0.0,4.839451481712757,5.094363509626968,2.174751721484161,6.994849985833071,6.690842277418564,3.367295829986474,3.3105430133940246
5.255931650051599,0.0,4.839451481712757,5.094363509626968,2.174751721484161,6.994849985833071,6.690842277418564,4.04305126783455,3.592919062968025
5.255931650051599,0.0,4.839451481712757,5.094363509626968,2.174751721484161,6.994849985833071,6.690842277418564,4.61512051684126,3.727378753264546
5.361761539104571,0.0,4.808927023502111,5.200153117760806,1.9021075263969205,6.964702559423887,6.6596784611227156,1.3862943611198906,2.6004649904222727
5.361761539104571,0.0,4.808927023502111,5.200153117760806,1.9021075263969205,6.964702559423887,6.6596784611227156,2.70805020110221,3.087399462079815
5.361761539104571,0.0,4.808927023502111,5.200153117760806,1.9021075263969205,6.964702559423887,6.6596784611227156,3.367295829986474,3.254242968705492
5.361761539104571,0.0,4.808927023502111,5.200153117760806,1.9021075263969205,6.964702559423887,6.6596784611227156,4.04305126783455,3.5610460826040513
5.361761539104571,0.0,4.808927023502111,5.200153117760806,1.9021075263969205,6.964702559423887,6.6596784611227156,4.61512051684126,3.7040143416982065
5.442417710521793,0.0,4.78164132910387,5.280662431309316,1.7227665977411035,6.93770235535009,6.632791978938131,1.3862943611198906,2.400618833265411
5.442417710521793,0.0,4.78164132910387,5.280662431309316,1.7227665977411035,6.93770235535009,6.632791978938131,2.70805020110221,3.0483247236731614
5.442417710521793,0.0,4.78164132910387,5.280662431309316,1.7227665977411035,6.93770235535009,6.632791978938131,3.367295829986474,3.2378938307039626
5.442417710521793,0.0,4.78164132910387,5.280662431309316,1.7227665977411035,6.93770235535009,6.632791978938131,4.04305126783455,3.482470101790892
5.442417710521793,0.0,4.78164132910387,5.280662431309316,1.7227665977411035,6.93770235535009,6.632791978938131,4.61512051684126,3.592919062968025
5.253842876446207,0.0,4.837867950107113,5.093136515607999,2.388762789235098,6.993106946081641,6.68910163294078,1.3862943611198906,2.34660197841082
5.253842876446207,0.0,4.837867950107113,5.093136515607999,2.388762789235098,6.993106946081641,6.68910163294078,2.70805020110221,3.1663185741295248
5.253842876446207,0.0,4.837867950107113,5.093136515607999,2.388762789235098,6.993106946081641,6.68910163294078,3.367295829986474,3.3833727967496032
5.253842876446207,0.0,4.837867950107113,5.093136515607999,2.388762789235098,6.993106946081641,6.68910163294078,4.04305126783455,3.6778185067545115
5.253842876446207,0.0,4.837867950107113,5.093136515607999,2.388762789235098,6.993106946081641,6.68910163294078,4.61512051684126,3.7230393057606412
5.118592435601348,0.0,5.101694025043223,5.178970608915471,1.7047480922384253,6.965646757397915,6.660703182616252,1.3862943611198906,2.464703942470481
5.118592435601348,0.0,5.101694025043223,5.178970608915471,1.7047480922384253,6.965646757397915,6.660703182616252,2.70805020110221,3.2763897310688073
5.118592435601348,0.0,5.101694025043223,5.178970608915471,1.7047480922384253,6.965646757397915,6.660703182616252,3.367295829986474,3.11529150861163
5.118592435601348,0.0,5.101694025043223,5.178970608915471,1.7047480922384253,6.965646757397915,6.660703182616252,4.04305126783455,3.388787361585474
5.118592435601348,0.0,5.101694025043223,5.178970608915471,1.7047480922384253,6.965646757397915,6.660703182616252,4.61512051684126,3.5421180727185324
5.369241704884735,4.596129441335942,3.2386784521643803,5.207845463383961,2.066862759472976,6.9724187923078595,6.667465568832957,1.3862943611198906,2.9444389791664403
5.369241704884735,4.596129441335942,3.2386784521643803,5.207845463383961,2.066862759472976,6.9724187923078595,6.667465568832957,2.70805020110221,3.4464893708538624
5.369241704884735,4.596129441335942,3.2386784521643803,5.207845463383961,2.066862759472976,6.9724187923078595,6.667465568832957,3.367295829986474,3.8439582745140166
5.369241704884735,4.596129441335942,3.2386784521643803,5.207845463383961,2.066862759472976,6.9724187923078595,6.667465568832957,4.04305126783455,3.94681083091381
5.369241704884735,4.596129441335942,3.2386784521643803,5.207845463383961,2.066862759472976,6.9724187923078595,6.667465568832957,4.61512051684126,4.005513348515485
5.36970736263471,4.596129441335942,3.2386784521643803,5.207845463383961,2.0412203288596382,6.9726062513017535,6.667592722498332,1.3862943611198906,2.6518325211039815
5.36970736263471,4.596129441335942,3.2386784521643803,5.207845463383961,2.0412203288596382,6.9726062513017535,6.667592722498332,2.70805020110221,2.935982269148217
5.36970736263471,4.596129441335942,3.2386784521643803,5.207845463383961,2.0412203288596382,6.9726062513017535,6.667592722498332,3.367295829986474,3.7191661467188086
5.36970736263471,4.596129441335942,3.2386784521643803,5.207845463383961,2.0412203288596382,6.9726062513017535,6.667592722498332,4.04305126783455,3.873905683315018
5.36970736263471,4.596129441335942,3.2386784521643803,5.207845463383961,2.0412203288596382,6.9726062513017535,6.667592722498332,4.61512051684126,3.93123722435195
5.441118165179708,0.0,4.7808027546312495,5.279134547131263,1.9600947840472698,6.9364399128420455,6.631474629254798,1.3862943611198906,2.664446563620078
5.441118165179708,0.0,4.7808027546312495,5.279134547131263,1.9600947840472698,6.9364399128420455,6.631474629254798,2.70805020110221,3.1493113614822916
5.441118165179708,0.0,4.7808027546312495,5.279134547131263,1.9600947840472698,6.9364399128420455,6.631474629254798,3.367295829986474,3.2402458506043934
5.441118165179708,0.0,4.7808027546312495,5.279134547131263,1.9600947840472698,6.9364399128420455,6.631474629254798,4.04305126783455,3.4766140209469096
5.441118165179708,0.0,4.7808027546312495,5.279134547131263,1.9600947840472698,6.9364399128420455,6.631474629254798,4.61512051684126,3.7343307170178535
5.476881874464279,0.0,4.554928969551344,5.234844943592463,2.0794415416798357,6.857408904545399,6.742880635791903,1.3862943611198906,3.0411835364579085
5.476881874464279,0.0,4.554928969551344,5.234844943592463,2.0794415416798357,6.857408904545399,6.742880635791903,2.70805020110221,3.284288963416433
5.476881874464279,0.0,4.554928969551344,5.234844943592463,2.0794415416798357,6.857408904545399,6.742880635791903,3.367295829986474,3.441379171294987
5.476881874464279,0.0,4.554928969551344,5.234844943592463,2.0794415416798357,6.857408904545399,6.742880635791903,4.04305126783455,3.7035217308508064
5.476881874464279,0.0,4.554928969551344,5.234844943592463,2.0794415416798357,6.857408904545399,6.742880635791903,4.61512051684126,3.8133070324889884
5.5254529391317835,0.0,4.571613402459248,5.238567362142263,1.8718021769015913,6.864743388388846,6.759487262313034,1.3862943611198906,2.695977619867941
5.5254529391317835,0.0,4.571613402459248,5.238567362142263,1.8718021769015913,6.864743388388846,6.759487262313034,2.70805020110221,3.255014871484074
5.5254529391317835,0.0,4.571613402459248,5.238567362142263,1.8718021769015913,6.864743388388846,6.759487262313034,3.367295829986474,3.4085039568445934
5.5254529391317835,0.0,4.571613402459248,5.238567362142263,1.8718021769015913,6.864743388388846,6.759487262313034,4.04305126783455,3.671987586443718
5.5254529391317835,0.0,4.571613402459248,5.238567362142263,1.8718021769015913,6.864743388388846,6.759487262313034,4.61512051684126,3.769306703226551
5.363636832668679,0.0,4.619073091157083,5.0770470596155075,2.272125885509337,6.916516784650709,6.8074928570437425,1.3862943611198906,2.6769034721053733
5.363636832668679,0.0,4.619073091157083,5.0770470596155075,2.272125885509337,6.916516784650709,6.8074928570437425,2.70805020110221,3.3072529354856135
